"feature","z","cell_type","cell"
"feature 14",-0.25629047245756237,"cell type 3","C37_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C37_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C37_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C37_p2d3"
"feature 6",1.770277822272016,"cell type 1","C38_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C38_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C38_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C38_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C38_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C38_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C38_p2d3"
"feature 8",1.8350374050969183,"cell type 1","C38_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C38_p2d3"
"feature 1",1.8243241362725093,"cell type 1","C38_p2d3"
"feature 6",1.7459565652119289,"cell type 1","C39_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C39_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C39_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C39_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C39_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C39_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C39_p2d3"
"feature 8",1.6398061912414208,"cell type 1","C39_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C39_p2d3"
"feature 1",1.645309358537032,"cell type 1","C39_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C4_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C4_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C4_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C4_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C4_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C4_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C4_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C4_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C4_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C4_p2d3"
"feature 6",1.892582973758564,"cell type 1","C40_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C40_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C40_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C40_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C40_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C40_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C40_p2d3"
"feature 8",1.9573558570381557,"cell type 1","C40_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C40_p2d3"
"feature 1",1.9332129053818874,"cell type 1","C40_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C41_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C41_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C41_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C41_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C41_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C41_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C41_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C41_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C41_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C41_p2d3"
"feature 6",-0.5352420986921788,"cell type 2","C43_p2d3"
"feature 5",3.749332766680408,"cell type 2","C43_p2d3"
"feature 13",4.666946666738925,"cell type 2","C43_p2d3"
"feature 12",-0.1118033988749895,"cell type 2","C43_p2d3"
"feature 9",3.688057920336328,"cell type 2","C43_p2d3"
"feature 3",-0.11180339887498948,"cell type 2","C43_p2d3"
"feature 14",3.6932265030612696,"cell type 2","C43_p2d3"
"feature 8",-0.5537267387684621,"cell type 2","C43_p2d3"
"feature 11",-0.15829136936446356,"cell type 2","C43_p2d3"
"feature 1",-0.5539000052332776,"cell type 2","C43_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C45_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C45_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C45_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C45_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C45_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C45_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C45_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C45_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C45_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C45_p2d3"
"feature 6",-0.5352420986921788,"cell type 2","C46_p2d3"
"feature 5",3.76272954687628,"cell type 2","C46_p2d3"
"feature 13",4.782086392441742,"cell type 2","C46_p2d3"
"feature 12",-0.1118033988749895,"cell type 2","C46_p2d3"
"feature 9",3.8638052433625414,"cell type 2","C46_p2d3"
"feature 3",-0.11180339887498948,"cell type 2","C46_p2d3"
"feature 14",3.905213507155395,"cell type 2","C46_p2d3"
"feature 8",-0.5537267387684621,"cell type 2","C46_p2d3"
"feature 11",5.531184208908388,"cell type 2","C46_p2d3"
"feature 1",-0.5539000052332776,"cell type 2","C46_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C47_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C47_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C47_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C47_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C47_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C47_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C47_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C47_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C47_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C47_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C49_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C49_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C49_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C49_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C49_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C49_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C49_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C49_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C49_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C49_p2d3"
"feature 6",1.8442026570254864,"cell type 1","C5_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C5_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C5_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C5_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C5_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C5_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C5_p2d3"
"feature 8",1.955461790744819,"cell type 1","C5_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C5_p2d3"
"feature 1",1.8647197603045507,"cell type 1","C5_p2d3"
"feature 6",1.9395518816421071,"cell type 1","C50_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C50_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C50_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C50_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C50_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C50_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C50_p2d3"
"feature 8",1.8413979558995839,"cell type 1","C50_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C50_p2d3"
"feature 1",1.8540044959286464,"cell type 1","C50_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C51_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C51_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C51_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C51_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C51_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C51_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C51_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C51_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C51_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C51_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C52_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C52_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C52_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C52_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C52_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C52_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C52_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C52_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C52_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C52_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C54_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C54_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C54_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C54_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C54_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C54_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C54_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C54_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C54_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C54_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C55_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C55_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C55_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C55_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C55_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C55_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C55_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C55_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C55_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C55_p2d3"
"feature 6",-0.5352420986921788,"cell type 1","C56_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C56_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C56_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C56_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C56_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C56_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C56_p2d3"
"feature 8",1.7130711576070006,"cell type 1","C56_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C56_p2d3"
"feature 1",1.7391282672563386,"cell type 1","C56_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C57_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C57_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C57_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C57_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C57_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C57_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C57_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C57_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C57_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C57_p2d3"
"feature 6",1.8540935783571815,"cell type 3","C58_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C58_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C58_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C58_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C58_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C58_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C58_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C58_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C58_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C58_p2d3"
"feature 6",1.8702935572971475,"cell type 1","C59_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C59_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C59_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C59_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C59_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C59_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C59_p2d3"
"feature 8",1.7808768131396688,"cell type 1","C59_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C59_p2d3"
"feature 1",1.8008106982779386,"cell type 1","C59_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C6_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C6_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C6_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C6_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C6_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C6_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C6_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C6_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C6_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C6_p2d3"
"feature 6",1.7948074660432725,"cell type 1","C60_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C60_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C60_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C60_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C60_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C60_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C60_p2d3"
"feature 8",1.8435985081121091,"cell type 1","C60_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C60_p2d3"
"feature 1",1.8545994509608443,"cell type 1","C60_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C61_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C61_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C61_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C61_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C61_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C61_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C61_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C61_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C61_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C61_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C63_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C63_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C63_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C63_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C63_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C63_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C63_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C63_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C63_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C63_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C64_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C64_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C64_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C64_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C64_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C64_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C64_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C64_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C64_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C64_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C65_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C65_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C65_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C65_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C65_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C65_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C65_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C65_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C65_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C65_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C66_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C66_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C66_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C66_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C66_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C66_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C66_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C66_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C66_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C66_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C67_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C67_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C67_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C67_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C67_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C67_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C67_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C67_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C67_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C67_p2d3"
"feature 6",1.8228855586892434,"cell type 2","C68_p2d3"
"feature 5",3.615698730234674,"cell type 2","C68_p2d3"
"feature 13",-0.19549804027234405,"cell type 2","C68_p2d3"
"feature 12",-0.1118033988749895,"cell type 2","C68_p2d3"
"feature 9",3.9450527122751793,"cell type 2","C68_p2d3"
"feature 3",-0.11180339887498948,"cell type 2","C68_p2d3"
"feature 14",3.722305188496516,"cell type 2","C68_p2d3"
"feature 8",-0.5537267387684621,"cell type 2","C68_p2d3"
"feature 11",-0.15829136936446356,"cell type 2","C68_p2d3"
"feature 1",-0.5539000052332776,"cell type 2","C68_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C69_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C69_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C69_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C69_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C69_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C69_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C69_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C69_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C69_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C69_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C70_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C70_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C70_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C70_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C70_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C70_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C70_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C70_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C70_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C70_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C71_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C71_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C71_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C71_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C71_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C71_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C71_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C71_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C71_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C71_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C73_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C73_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C73_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C73_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C73_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C73_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C73_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C73_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C73_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C73_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C74_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C74_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C74_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C74_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C74_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C74_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C74_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C74_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C74_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C74_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C75_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C75_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C75_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C75_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C75_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C75_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C75_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C75_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C75_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C75_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C76_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C76_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C76_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C76_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C76_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C76_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C76_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C76_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C76_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C76_p2d3"
"feature 6",1.8010767852946656,"cell type 1","C77_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C77_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C77_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C77_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C77_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C77_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C77_p2d3"
"feature 8",1.8717668982971407,"cell type 1","C77_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C77_p2d3"
"feature 1",1.839943526529056,"cell type 1","C77_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C78_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C78_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C78_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C78_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C78_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C78_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C78_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C78_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C78_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C78_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C79_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C79_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C79_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C79_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C79_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C79_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C79_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C79_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C79_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C79_p2d3"
"feature 6",-0.5352420986921788,"cell type 2","C8_p2d3"
"feature 5",3.670633541217284,"cell type 2","C8_p2d3"
"feature 13",-0.19549804027234405,"cell type 2","C8_p2d3"
"feature 12",-0.1118033988749895,"cell type 2","C8_p2d3"
"feature 9",3.8072653689851506,"cell type 2","C8_p2d3"
"feature 3",-0.11180339887498948,"cell type 2","C8_p2d3"
"feature 14",3.711511047311873,"cell type 2","C8_p2d3"
"feature 8",-0.5537267387684621,"cell type 2","C8_p2d3"
"feature 11",-0.15829136936446356,"cell type 2","C8_p2d3"
"feature 1",-0.5539000052332776,"cell type 2","C8_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C80_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C80_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C80_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C80_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C80_p2d3"
"feature 3",-0.11180339887498948,"cell type 3","C80_p2d3"
"feature 14",-0.25629047245756237,"cell type 3","C80_p2d3"
"feature 8",-0.5537267387684621,"cell type 3","C80_p2d3"
"feature 11",-0.15829136936446356,"cell type 3","C80_p2d3"
"feature 1",-0.5539000052332776,"cell type 3","C80_p2d3"
"feature 6",-0.5352420986921788,"cell type 1","C81_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C81_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C81_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C81_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C81_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C81_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C81_p2d3"
"feature 8",1.7080123648910726,"cell type 1","C81_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C81_p2d3"
"feature 1",1.7397596237694466,"cell type 1","C81_p2d3"
"feature 6",1.83457285379992,"cell type 1","C82_p2d3"
"feature 5",-0.25592582837060723,"cell type 1","C82_p2d3"
"feature 13",-0.19549804027234405,"cell type 1","C82_p2d3"
"feature 12",-0.1118033988749895,"cell type 1","C82_p2d3"
"feature 9",-0.25650813363625646,"cell type 1","C82_p2d3"
"feature 3",-0.11180339887498948,"cell type 1","C82_p2d3"
"feature 14",-0.25629047245756237,"cell type 1","C82_p2d3"
"feature 8",1.681566457160743,"cell type 1","C82_p2d3"
"feature 11",-0.15829136936446356,"cell type 1","C82_p2d3"
"feature 1",1.7358516430876065,"cell type 1","C82_p2d3"
"feature 6",-0.5352420986921788,"cell type 3","C83_p2d3"
"feature 5",-0.25592582837060723,"cell type 3","C83_p2d3"
"feature 13",-0.19549804027234405,"cell type 3","C83_p2d3"
"feature 12",-0.1118033988749895,"cell type 3","C83_p2d3"
"feature 9",-0.25650813363625646,"cell type 3","C83_p2d3"
