"feature","z","cell_type","cell"
"feature 8",-0.4016171803998288,"cell type 3","C17_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C17_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C17_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C18_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C18_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C18_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C18_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C18_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C18_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C18_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C18_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C18_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C18_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C18_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C18_p1d2"
"feature 6",1.2374275923059415,"cell type 2","C19_p1d2"
"feature 5",3.941007256636348,"cell type 2","C19_p1d2"
"feature 13",3.845893358500369,"cell type 2","C19_p1d2"
"feature 12",-0.189282217403435,"cell type 2","C19_p1d2"
"feature 9",3.922200899620931,"cell type 2","C19_p1d2"
"feature 7",-0.24662245673054622,"cell type 2","C19_p1d2"
"feature 4",-0.10846522890932807,"cell type 2","C19_p1d2"
"feature 3",-0.10846522890932808,"cell type 2","C19_p1d2"
"feature 14",4.069923447829608,"cell type 2","C19_p1d2"
"feature 8",-0.4016171803998288,"cell type 2","C19_p1d2"
"feature 11",3.703133357180748,"cell type 2","C19_p1d2"
"feature 1",-0.4200623497172777,"cell type 2","C19_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C2_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C2_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C2_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C2_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C2_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C2_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C2_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C2_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C2_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C2_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C2_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C2_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C20_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C20_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C20_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C20_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C20_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C20_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C20_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C20_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C20_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C20_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C20_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C20_p1d2"
"feature 6",1.1550373201698985,"cell type 1","C21_p1d2"
"feature 5",-0.24806137633345193,"cell type 1","C21_p1d2"
"feature 13",-0.24737844617939408,"cell type 1","C21_p1d2"
"feature 12",-0.189282217403435,"cell type 1","C21_p1d2"
"feature 9",-0.27306975955053625,"cell type 1","C21_p1d2"
"feature 7",-0.24662245673054622,"cell type 1","C21_p1d2"
"feature 4",-0.10846522890932807,"cell type 1","C21_p1d2"
"feature 3",-0.10846522890932808,"cell type 1","C21_p1d2"
"feature 14",-0.24820998990426799,"cell type 1","C21_p1d2"
"feature 8",2.5125299111929325,"cell type 1","C21_p1d2"
"feature 11",-0.24766766371746565,"cell type 1","C21_p1d2"
"feature 1",2.458282398551775,"cell type 1","C21_p1d2"
"feature 6",1.2792698537717615,"cell type 2","C22_p1d2"
"feature 5",-0.24806137633345193,"cell type 2","C22_p1d2"
"feature 13",-0.24737844617939408,"cell type 2","C22_p1d2"
"feature 12",-0.189282217403435,"cell type 2","C22_p1d2"
"feature 9",3.0298691362127403,"cell type 2","C22_p1d2"
"feature 7",-0.24662245673054622,"cell type 2","C22_p1d2"
"feature 4",-0.10846522890932807,"cell type 2","C22_p1d2"
"feature 3",-0.10846522890932808,"cell type 2","C22_p1d2"
"feature 14",-0.24820998990426799,"cell type 2","C22_p1d2"
"feature 8",2.641407304661271,"cell type 2","C22_p1d2"
"feature 11",-0.24766766371746565,"cell type 2","C22_p1d2"
"feature 1",2.533530889339257,"cell type 2","C22_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C23_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C23_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C23_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C23_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C23_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C23_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C23_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C23_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C23_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C23_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C23_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C23_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C24_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C24_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C24_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C24_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C24_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C24_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C24_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C24_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C24_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C24_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C24_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C24_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C25_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C25_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C25_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C25_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C25_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C25_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C25_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C25_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C25_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C25_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C25_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C25_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C26_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C26_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C26_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C26_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C26_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C26_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C26_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C26_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C26_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C26_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C26_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C26_p1d2"
"feature 6",1.0496167605115734,"cell type 3","C27_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C27_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C27_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C27_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C27_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C27_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C27_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C27_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C27_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C27_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C27_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C27_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C28_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C28_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C28_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C28_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C28_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C28_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C28_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C28_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C28_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C28_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C28_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C28_p1d2"
"feature 6",1.260899246328,"cell type 1","C29_p1d2"
"feature 5",-0.24806137633345193,"cell type 1","C29_p1d2"
"feature 13",-0.24737844617939408,"cell type 1","C29_p1d2"
"feature 12",-0.189282217403435,"cell type 1","C29_p1d2"
"feature 9",-0.27306975955053625,"cell type 1","C29_p1d2"
"feature 7",-0.24662245673054622,"cell type 1","C29_p1d2"
"feature 4",-0.10846522890932807,"cell type 1","C29_p1d2"
"feature 3",-0.10846522890932808,"cell type 1","C29_p1d2"
"feature 14",-0.24820998990426799,"cell type 1","C29_p1d2"
"feature 8",2.6641160006300098,"cell type 1","C29_p1d2"
"feature 11",-0.24766766371746565,"cell type 1","C29_p1d2"
"feature 1",2.5709949615799377,"cell type 1","C29_p1d2"
"feature 6",1.0725963607709819,"cell type 3","C3_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C3_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C3_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C3_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C3_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C3_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C3_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C3_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C3_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C3_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C3_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C3_p1d2"
"feature 6",1.205242477024298,"cell type 1","C30_p1d2"
"feature 5",-0.24806137633345193,"cell type 1","C30_p1d2"
"feature 13",-0.24737844617939408,"cell type 1","C30_p1d2"
"feature 12",-0.189282217403435,"cell type 1","C30_p1d2"
"feature 9",-0.27306975955053625,"cell type 1","C30_p1d2"
"feature 7",-0.24662245673054622,"cell type 1","C30_p1d2"
"feature 4",-0.10846522890932807,"cell type 1","C30_p1d2"
"feature 3",-0.10846522890932808,"cell type 1","C30_p1d2"
"feature 14",-0.24820998990426799,"cell type 1","C30_p1d2"
"feature 8",2.512239837665347,"cell type 1","C30_p1d2"
"feature 11",-0.24766766371746565,"cell type 1","C30_p1d2"
"feature 1",2.4408090034908145,"cell type 1","C30_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C31_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C31_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C31_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C31_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C31_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C31_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C31_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C31_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C31_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C31_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C31_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C31_p1d2"
"feature 6",1.1234483415537482,"cell type 3","C33_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C33_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C33_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C33_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C33_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C33_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C33_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C33_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C33_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C33_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C33_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C33_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C34_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C34_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C34_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C34_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C34_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C34_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C34_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C34_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C34_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C34_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C34_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C34_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C35_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C35_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C35_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C35_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C35_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C35_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C35_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C35_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C35_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C35_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C35_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C35_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C36_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C36_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C36_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C36_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C36_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C36_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C36_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C36_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C36_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C36_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C36_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C36_p1d2"
"feature 6",1.2797636913052433,"cell type 1","C37_p1d2"
"feature 5",-0.24806137633345193,"cell type 1","C37_p1d2"
"feature 13",-0.24737844617939408,"cell type 1","C37_p1d2"
"feature 12",-0.189282217403435,"cell type 1","C37_p1d2"
"feature 9",-0.27306975955053625,"cell type 1","C37_p1d2"
"feature 7",-0.24662245673054622,"cell type 1","C37_p1d2"
"feature 4",-0.10846522890932807,"cell type 1","C37_p1d2"
"feature 3",-0.10846522890932808,"cell type 1","C37_p1d2"
"feature 14",-0.24820998990426799,"cell type 1","C37_p1d2"
"feature 8",2.4046096955861107,"cell type 1","C37_p1d2"
"feature 11",-0.24766766371746565,"cell type 1","C37_p1d2"
"feature 1",2.3603746756576203,"cell type 1","C37_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C38_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C38_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C38_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C38_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C38_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C38_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C38_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C38_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C38_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C38_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C38_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C38_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C39_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C39_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C39_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C39_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C39_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C39_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C39_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C39_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C39_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C39_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C39_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C39_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C4_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C4_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C4_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C4_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C4_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C4_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C4_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C4_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C4_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C4_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C4_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C4_p1d2"
"feature 6",1.0977035040088392,"cell type 3","C41_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C41_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C41_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C41_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C41_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C41_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C41_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C41_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C41_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C41_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C41_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C41_p1d2"
"feature 6",-0.8715663157710435,"cell type 3","C42_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C42_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C42_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C42_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C42_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C42_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C42_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C42_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C42_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C42_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C42_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C42_p1d2"
"feature 6",1.0873918877934974,"cell type 3","C43_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C43_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C43_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C43_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C43_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C43_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C43_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C43_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C43_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C43_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C43_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C43_p1d2"
"feature 6",1.0408862222043935,"cell type 3","C44_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C44_p1d2"
"feature 13",-0.24737844617939408,"cell type 3","C44_p1d2"
"feature 12",-0.189282217403435,"cell type 3","C44_p1d2"
"feature 9",-0.27306975955053625,"cell type 3","C44_p1d2"
"feature 7",-0.24662245673054622,"cell type 3","C44_p1d2"
"feature 4",-0.10846522890932807,"cell type 3","C44_p1d2"
"feature 3",-0.10846522890932808,"cell type 3","C44_p1d2"
"feature 14",-0.24820998990426799,"cell type 3","C44_p1d2"
"feature 8",-0.4016171803998288,"cell type 3","C44_p1d2"
"feature 11",-0.24766766371746565,"cell type 3","C44_p1d2"
"feature 1",-0.4200623497172777,"cell type 3","C44_p1d2"
"feature 6",1.1075070943555365,"cell type 3","C45_p1d2"
"feature 5",-0.24806137633345193,"cell type 3","C45_p1d2"
