"row","col","value"
"CRO-05G033050.3","0",0.5491370217070395
"CRO-07G010560.1","0",-0.8389740244491036
"CRO-05G007830.3","0",1.3568026034886886
"CRO-01G015130.1","0",0.14999211122739262
"CRO-05G022630.1","0",0.2685369170352676
"CRO-02G010610.1","0",-0.571018134690045
"CRO-01G013380.2","0",-0.017308185786314715
"CRO-02G025760.7","0",0.5661538379153873
"CRO-06G003490.1","0",-0.40368515977175373
"CRO-01G011930.2","0",0.23142444039871313
"CRO-01G029790.2","0",-0.6108449440236462
"CRO-08G001960.1","0",-0.2400443203126422
"CRO-04G029910.1","0",-0.6758533753528255
"CRO-08G030470.1","0",-0.3781423349740294
"CRO-06G012850.3","0",-0.4145481111397283
"CRO-07G020450.1","0",-0.7524360759962019
"CRO-03G022930.4","0",0.0782664301841419
"CRO-06G000190.2","0",-0.22620035509396044
"CRO-03G022570.2","0",-0.11035328515113657
"CRO-03G017020.7","0",0.04391140195158078
"CRO-04G033920.2","0",-0.4232694019386051
"CRO-05G028240.1","0",0.989144519194852
"CRO-02G014170.3","0",-0.576366252841702
"CRO-08G024960.1","0",-0.952585297359631
"CRO-04G023990.7","0",-0.9503436854640765
"CRO-06G016110.2","0",-0.610169294608542
"CRO-08G013690.7","0",-0.6356005607608219
"CRO-06G014890.1","0",-0.014967402678610792
"CRO-06G028840.1","0",-0.34191793073855276
"CRO-02G002480.6","0",0.5338462736780709
"CRO-06G021450.2","0",0.5366359655225811
"CRO-08G027330.3","0",-0.7773055062467313
"CRO-04G030860.1","0",-0.4225418121872891
"CRO-04G005270.2","0",-0.8493227160828828
"CRO-05G033510.1","0",-0.5640507832241474
"CRO-03G018800.1","0",0.8019457867939624
"CRO-01G019440.3","0",-0.221953860125778
"CRO-04G032070.2","0",-0.6808745040279577
"CRO-04G024010.1","0",-0.6821439080353884
"CRO-03G021050.2","0",-0.08797374187424238
"CRO-06G029160.1","0",-1.099306551008007
"CRO-01G011680.3","0",1.4856798250516474
"CRO-03G006680.1","0",-0.4287845385945705
"CRO-04G000860.3","0",-0.8984408750665192
